,0
0,https://www.news24.com/news24/southafrica/news/sca-orders-loyiso-coko-to-report-to-prison-within-7-days-for-the-rape-of-his-girlfriend-20240705
1,https://www.news24.com/news24/community-newspaper/pe-express/saps-bethelsdorp-seek-community-help-to-find-alfred-de-klerk-76-20240722
2,https://www.news24.com/news24/community-newspaper/pe-express/sponsored-biggsave-grocery-outlet-a-family-run-business-always-there-for-you-20240731-3
3,https://www.news24.com/news24/southafrica/news/from-ordering-a-coke-in-cuba-to-samas-top-seat-meet-mzulungile-nodikida-20240706
4,https://www.news24.com/news24/community-newspaper/ud-news/local-mr-global-sa-finalist-seeks-votes-20240717
5,https://www.news24.com/news24/community-newspaper/mthathaexpress/two-men-appear-in-court-for-inciting-public-violence-20240604
6,https://www.news24.com/news24/southafrica/news/four-eastern-cape-initiates-die-in-space-of-4-days-authorities-point-finger-at-illegal-schools-20240618
7,https://www.news24.com/news24/southafrica/news/flood-damage-in-coastal-provinces-could-run-into-billions-authorities-say-20240610
8,https://www.news24.com/news24/southafrica/news/eastern-cape-anc-asks-acting-speaker-to-step-aside-but-he-is-still-on-the-municipal-payroll-20240705
9,https://www.news24.com/news24/community-newspaper/ud-news/nmb-science-technology-centre-eyes-future-growth-20240807
10,https://www.news24.com/news24/community-newspaper/pe-express/abalone-worth-r40000-recovered-in-gqeberha-20240621
11,https://www.news24.com/news24/southafrica/news/in-a-froth-buffalo-city-metro-to-clamp-down-on-illegal-car-washing-destroying-the-beachfront-20240612
12,https://www.news24.com/news24/community-newspaper/mthathaexpress/delegation-from-germany-visits-st-johns-college-20240702
13,https://www.news24.com/citypress/sport/bloem-celtic-get-court-interdict-to-stop-free-state-play-offs-20240525
14,https://www.news24.com/news24/community-newspaper/kouga-express/inspiring-story-of-kouga-game-ranger-shared-in-new-book-20240724
15,https://www.news24.com/news24/southafrica/news/quick-thinking-driver-speeds-off-as-truck-comes-under-fire-saving-himself-and-2-passengers-20240626
16,https://www.news24.com/news24/community-newspaper/komani-karoo/chinese-man-rescued-in-east-london-brother-still-missing-after-kidnapped-while-paying-ransom-20240801
17,https://www.news24.com/news24/community-newspaper/mthathaexpress/suggestions-for-hosting-tourism-indaba-20240625
18,https://www.news24.com/news24/southafrica/news/bring-back-the-glory-days-of-dale-eastern-cape-historic-school-appoints-a-new-headmaster-20240613
19,https://www.news24.com/news24/community-newspaper/mthathaexpress/climate-champions-awarded-20240611
